Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/guojiakejishuzitushuguan-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/guojiakejishuzitushuguan.json
ShortName,guojiakejishuzitushuguan
LongName,guojiakejishuzitushuguan
