Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/zhongguotongjiwang-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/zhongguotongjiwang.json
ShortName,zhongguotongjiwang
LongName,zhongguotongjiwang
