Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/niujinxueshuzhuanzhudianzishushujuku-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/niujinxueshuzhuanzhudianzishushujuku.json
ShortName,niujinxueshuzhuanzhudianzishushujuku
LongName,niujinxueshuzhuanzhudianzishushujuku
