Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/eluosiguojiabowuguan-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/eluosiguojiabowuguan.csv
ShortName,eluosiguojiabowuguan
LongName,eluosiguojiabowuguan
