Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/zhongyaotupuziyuanku-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/zhongyaotupuziyuanku.csv
ShortName,zhongyaotupuziyuanku
LongName,zhongyaotupuziyuanku
