Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/hanguozhishichanquanshujuku-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/hanguozhishichanquanshujuku.csv
ShortName,hanguozhishichanquanshujuku
LongName,hanguozhishichanquanshujuku
