Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/gushiwenwangmingju-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/gushiwenwangmingju.json
ShortName,gushiwenwangmingju
LongName,gushiwenwangmingju
