Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/jiazhoudaxue-luoshanji-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/jiazhoudaxue-luoshanji.csv
ShortName,jiazhoudaxue-luoshanji
LongName,jiazhoudaxue-luoshanji
