Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/dezhounonggongdaxue-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/dezhounonggongdaxue.csv
ShortName,dezhounonggongdaxue
LongName,dezhounonggongdaxue
