Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/ruishiduoxuekeshuzichubansheshujuku-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/ruishiduoxuekeshuzichubansheshujuku.csv
ShortName,ruishiduoxuekeshuzichubansheshujuku
LongName,ruishiduoxuekeshuzichubansheshujuku
