Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/yalisangnazhoulidaxue-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/yalisangnazhoulidaxue.csv
ShortName,yalisangnazhoulidaxue
LongName,yalisangnazhoulidaxue
