Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/quanguobaokansuoyin（jindai）-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/quanguobaokansuoyin（jindai）.csv
ShortName,quanguobaokansuoyin（jindai）
LongName,quanguobaokansuoyin（jindai）
