Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/kaggleshujuji-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/kaggleshujuji.csv
ShortName,kaggleshujuji
LongName,kaggleshujuji
