Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/guojiayaopingjianduguanliju-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/guojiayaopingjianduguanliju.json
ShortName,guojiayaopingjianduguanliju
LongName,guojiayaopingjianduguanliju
