Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/guojiakejibaogaowenxianku-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/guojiakejibaogaowenxianku.csv
ShortName,guojiakejibaogaowenxianku
LongName,guojiakejibaogaowenxianku
