Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/ScienceDirect-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/ScienceDirect.json
ShortName,ScienceDirect
LongName,ScienceDirect
