Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/zhongdawangxiao-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/zhongdawangxiao.json
ShortName,zhongdawangxiao
LongName,zhongdawangxiao
