Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/huanqiukexue-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/huanqiukexue.json
ShortName,huanqiukexue
LongName,huanqiukexue
