Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/zuozhiyadaxue-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/zuozhiyadaxue.json
ShortName,zuozhiyadaxue
LongName,zuozhiyadaxue
