Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/guoxuewangguoxuerenwu-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/guoxuewangguoxuerenwu.json
ShortName,guoxuewangguoxuerenwu
LongName,guoxuewangguoxuerenwu
