Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/DOAJkaifangqikanshujuku-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/DOAJkaifangqikanshujuku.csv
ShortName,DOAJkaifangqikanshujuku
LongName,DOAJkaifangqikanshujuku
