Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/nanjiazhoudaxue-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/nanjiazhoudaxue.json
ShortName,nanjiazhoudaxue
LongName,nanjiazhoudaxue
