Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/QSshijiedaxuepaiming-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/QSshijiedaxuepaiming.csv
ShortName,QSshijiedaxuepaiming
LongName,QSshijiedaxuepaiming
