Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/jiazhoudaxue-shengtababala-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/jiazhoudaxue-shengtababala.json
ShortName,jiazhoudaxue-shengtababala
LongName,jiazhoudaxue-shengtababala
