Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/diyibeikewangshujuku-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/diyibeikewangshujuku.csv
ShortName,diyibeikewangshujuku
LongName,diyibeikewangshujuku
