Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/faxianzhongguoditu-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/faxianzhongguoditu.json
ShortName,faxianzhongguoditu
LongName,faxianzhongguoditu
