Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/zhongguolidairenwuzhuanjiziliaoku-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/zhongguolidairenwuzhuanjiziliaoku.csv
ShortName,zhongguolidairenwuzhuanjiziliaoku
LongName,zhongguolidairenwuzhuanjiziliaoku
