Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/quanguobaokantupian-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/quanguobaokantupian.csv
ShortName,quanguobaokantupian
LongName,quanguobaokantupian
