Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/shangghaizhichuang-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/shangghaizhichuang.csv
ShortName,shangghaizhichuang
LongName,shangghaizhichuang
