Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/ThoughtCo-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/ThoughtCo.json
ShortName,ThoughtCo
LongName,ThoughtCo
