Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/Institutional Repositories DataBase-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/Institutional Repositories DataBase.csv
ShortName,Institutional Repositories DataBase
LongName,Institutional Repositories DataBase
