Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/zhongguodaxuemuke-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/zhongguodaxuemuke.csv
ShortName,zhongguodaxuemuke
LongName,zhongguodaxuemuke
