Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/dongwushijie-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/dongwushijie.json
ShortName,dongwushijie
LongName,dongwushijie
