Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/xianggangkejidaxuexuezheku-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/xianggangkejidaxuexuezheku.csv
ShortName,xianggangkejidaxuexuezheku
LongName,xianggangkejidaxuexuezheku
