Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/jindaishishuweiziliaoku-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/jindaishishuweiziliaoku.json
ShortName,jindaishishuweiziliaoku
LongName,jindaishishuweiziliaoku
