Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/zhijiageyishuyuan-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/zhijiageyishuyuan.json
ShortName,zhijiageyishuyuan
LongName,zhijiageyishuyuan
