Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/bulandisidaxue-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/bulandisidaxue.json
ShortName,bulandisidaxue
LongName,bulandisidaxue
