Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/foxueguifanziliaoku-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/foxueguifanziliaoku.csv
ShortName,foxueguifanziliaoku
LongName,foxueguifanziliaoku
