Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/Linkerlunwenku-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/Linkerlunwenku.json
ShortName,Linkerlunwenku
LongName,Linkerlunwenku
