Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/zhongguozhexuedianzihuajihua-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/zhongguozhexuedianzihuajihua.csv
ShortName,zhongguozhexuedianzihuajihua
LongName,zhongguozhexuedianzihuajihua
