Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/haodaxuezaixian-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/haodaxuezaixian.csv
ShortName,haodaxuezaixian
LongName,haodaxuezaixian
