Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/dunhuangguojixiangmu-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/dunhuangguojixiangmu.csv
ShortName,dunhuangguojixiangmu
LongName,dunhuangguojixiangmu
