Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/huaerjiejianwen-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/huaerjiejianwen.json
ShortName,huaerjiejianwen
LongName,huaerjiejianwen
