Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/library genesis-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/library genesis.json
ShortName,library genesis
LongName,library genesis
