Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/daxueshengzixuewang-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/daxueshengzixuewang.json
ShortName,daxueshengzixuewang
LongName,daxueshengzixuewang
