Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/Hindawiqikanku-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/Hindawiqikanku.json
ShortName,Hindawiqikanku
LongName,Hindawiqikanku
