Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/zhongyaocaidadian-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/zhongyaocaidadian.json
ShortName,zhongyaocaidadian
LongName,zhongyaocaidadian
