Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/huashiwang-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/huashiwang.json
ShortName,huashiwang
LongName,huashiwang
