Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/falvtushuguan-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/falvtushuguan.json
ShortName,falvtushuguan
LongName,falvtushuguan
