Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/zhongguokexueyuannanjinggushengwuyanjiusuowenxianku-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/zhongguokexueyuannanjinggushengwuyanjiusuowenxianku.csv
ShortName,zhongguokexueyuannanjinggushengwuyanjiusuowenxianku
LongName,zhongguokexueyuannanjinggushengwuyanjiusuowenxianku
