Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/baidutiku-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/baidutiku.json
ShortName,baidutiku
LongName,baidutiku
