Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/jisuanke-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/jisuanke.json
ShortName,jisuanke
LongName,jisuanke
