Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/daokebabajiaoxueku-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/daokebabajiaoxueku.json
ShortName,daokebabajiaoxueku
LongName,daokebabajiaoxueku
