Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/zhijiagedaxue-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/zhijiagedaxue.csv
ShortName,zhijiagedaxue
LongName,zhijiagedaxue
