Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/qiaozhimeisendaxue-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/qiaozhimeisendaxue.json
ShortName,qiaozhimeisendaxue
LongName,qiaozhimeisendaxue
