Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/daokebabaxueshulunwen-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/daokebabaxueshulunwen.json
ShortName,daokebabaxueshulunwen
LongName,daokebabaxueshulunwen
