Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/zhongguozonghefangzhiku-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/zhongguozonghefangzhiku.csv
ShortName,zhongguozonghefangzhiku
LongName,zhongguozonghefangzhiku
