Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/foluolidazhoulidaxue-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/foluolidazhoulidaxue.json
ShortName,foluolidazhoulidaxue
LongName,foluolidazhoulidaxue
