Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/xianggangkejidaxue-gujijitecangyuelanqu-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/xianggangkejidaxue-gujijitecangyuelanqu.json
ShortName,xianggangkejidaxue-gujijitecangyuelanqu
LongName,xianggangkejidaxue-gujijitecangyuelanqu
