Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/qiaozhihuashengdundashengxuezheku-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/qiaozhihuashengdundashengxuezheku.csv
ShortName,qiaozhihuashengdundashengxuezheku
LongName,qiaozhihuashengdundashengxuezheku
