Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/zuozhiyaligongxueyuan-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/zuozhiyaligongxueyuan.json
ShortName,zuozhiyaligongxueyuan
LongName,zuozhiyaligongxueyuan
