person_id,label_name,province,city,lon_lat
2374,(钮祜禄)傅森,,,
2375,沈兆霖,浙江省,杭州市,"120.15507,30.274085"
2376,(祖)世增,,,
2377,(伊尔根觉罗)台费荫,,,
2378,李定国,上海市,松江区,"121.227747,31.032243"
2379,沈廷芳,浙江省,杭州市,"120.15507,30.274085"
2380,沈宏富,湖南省,长沙市,"112.938814,28.228209"
2381,沈秉成,浙江省,湖州市,"120.086876,30.894285"
2382,线国安,,,
2383,沈源深,河南省,开封市,"114.307582,34.797149"
2384,沈曾植,浙江省,嘉兴市,"120.755487,30.746129"
2385,沈桂芬,北京市,,"116.407413,39.904214"
2386,李思忠,,,
2387,沈德潜,江苏省,苏州市,"120.585297,31.298974"
2388,沈镇邦,浙江省,临海市,"121.144952,28.858511"
2389,蒋予蒲,河南省,商丘市,"115.65637,34.414172"
2390,蒋元益,江苏省,苏州市,"120.585297,31.298974"
2391,(富察)傅良,,,
2392,(瓜尔佳)傅尔丹,,,
2393,(佟佳)常青,,,
2394,(爱新觉罗)庆惠,,,
2395,蒋曰纶,河南省,商丘市,"115.65637,34.414172"
2396,沈维琦,浙江省,嘉兴市,"120.755487,30.746129"
2397,(吴苏)沐特恩,,,
2398,(苏木克)常青,,,
2399,(卓佳)常泰,,,
2400,孔彦绳,浙江省,衢州市,"118.859475,28.970081"
2401,常书,,,
2402,常春,,,
2403,蒋洲,江苏省,苏州市,"120.585297,31.298974"
2404,蒋国柱,,,
2405,蒋涟,江苏省,苏州市,"120.585297,31.298974"
2406,蒋观涛,北京市,,"116.407413,39.904214"
2407,蔡仕舢,福建省,泉州市,"118.675868,24.873888"
2408,蔡成贵,湖北省,襄阳市,"112.122438,32.008899"
2409,蔡E,,,
2410,常海,,,
2411,(赫舍里)常起,,,
2412,(爱新觉罗)庆怡,,,
2413,(叶赫那拉)常钧,,,
2414,(齐普齐特)常禄,,,
2415,常福,,,
2416,常福,,,
2417,常禄,,,
2418,(赫舍哩)常鼐,,,
2419,常鼐,,,
2420,常鼐,,,
2421,常鼐,,,
2422,康基田,山西省,太原市,"112.550617,37.870675"
2423,康调元,陕西省,西安市,"108.940175,34.341568"
2424,尚之信,,,
2425,尚可喜,,,
2426,(伊尔根觉罗)双喜,,,
2427,丁振铎,河南省,汝南县,"114.362413,33.007068"
2428,(富察)双林,,,
2429,丰盛阿,,,
2430,文绶,,,
2431,(瓜尔佳)双庆,,,
2432,丁光剑,云南省,武定县,"102.404325,25.530298"
2433,丁华容,湖南省,长沙市,"112.938814,28.228209"
2434,丁妮霈1748,青州市,"118.479622,36.68444",biogref
2435,八时泰,,,
2436,七十四,,,
2437,十格,,,
2438,三寿,,,
2439,于秀,甘肃省,张掖市,"100.478058,38.929763"
2440,于易简,江苏省,镇江市,"119.425836,32.187849"
2441,弓斯发,山西省,汾阳市,"111.769894,37.261564"
2442,支恒荣,江苏省,镇江市,"119.425836,32.187849"
2443,蔡鹏,江苏省,镇江市,"119.425836,32.187849"
2444,(马佳)诸神保,,,
2445,蔡万龄,上海市,松江区,"121.227747,31.032243"
2446,支清彦,浙江省,嘉兴市,"120.755487,30.746129"
2447,(爱新觉罗)宜兴,,,
2448,王h,贵州省,贵阳市,"106.630143,26.647448"
2449,豆斌,甘肃省,平凉市,"106.665106,35.542686"
2450,王馕,,,
2451,尚维侗,,,
2452,(鄂济)尚安,,,
2453,(富察)贝和诺,,,
2454,(瓜尔佳)车克,,,
2455,毛永e,北京市,,"116.407413,39.904214"
2456,毛庆蕃,江西省,南城县,"116.63704,27.569678"
2457,毛震寿,江西省,南城县,"116.63704,27.569678"
2458,帅方蔚,江西省,南城县,"116.63704,27.569678"
2459,方汝绍,安徽省,凤阳县府城镇,"117.560248,32.871797"
2460,方恭钊,浙江省,杭州市,"120.15507,30.274085"
2461,郑文焕,陕西省,西安市,"108.940175,34.341568"
2462,(瓜尔佳)赓音布,,,
2463,尹铭绶,湖南省,长沙市,"112.938814,28.228209"
2464,马之先,,,
2465,马元,四川省,,
2466,马玉魁,山东省,泰安市,"117.087614,36.200252"
2467,马光远,北京市,,"116.407413,39.904214"
2469,(爱新觉罗)傅森,,,
2470,孔祥霖,山东省,济宁市,"116.783834,35.553144"
2471,孔昭虔,山东省,济宁市,"116.783834,35.553144"
2472,额僧格,,,
2473,(爱新觉罗)额尔德蒙额,,,
2474,孔毓文,江苏省,南京市,"118.796877,32.060255"
2475,孔继尹,云南省,建水县,"102.826587,23.634744"
2476,(爱新觉罗)尚善,,,
2477,孔庆嫣,山东省,济宁市,"116.783834,35.553144"
2478,双德,,,
2479,卞绪昌,江苏省,南京市,"118.796877,32.060255"
2480,戈源,河北省,河间市,"116.099501,38.446553"
2481,(鄂济)岳起,,,
2482,(赫舍里)那丹珠,,,
2483,(爱新觉罗)岳乐,,,
2484,岳庆,,,
2485,(爱新觉罗)额尔格春,,,
2486,郑端,河北省,正定县,"114.570903,38.146434"
2487,郑四维,,,
2488,郑芝龙,福建省,泉州市,"118.675868,24.873888"
2489,朱鉴,福建省,泉州市,"118.675868,24.873888"
2490,苏苏尔通阿,,,
2491,(博尔济吉特)岳兴阿,,,
2492,郑蛟麟,,,
2493,岳兴阿,,,
2494,邓锺岳,山东省,聊城市,"115.985371,36.456704"
2495,岳镇南,山东省,济南市,"117.120496,36.650928"
2496,林文察,,,"120.544803,24.075567"
2497,释行淳,福建省,南平市,"118.177708,26.641769"
2498,魏廷珍,河北省,河间市,"116.099501,38.446553"
2499,邓长春,,,
2500,(栋鄂)噶礼,,,
2501,(西鲁特)宪德,,,
2502,魏g,山东省,青州市,"118.479622,36.68444"
2503,(姜佳)赓音,,,
2504,马元,,,
2505,那尔泰,,,
2506,魏经国,,,
2507,马光辉,北京市,,"116.407413,39.904214"
2508,马全,山西省,太原市,"112.550617,37.870675"
2509,罗江太,浙江省,临海市,"121.144952,28.858511"
2510,马如龙,陕西省,延安市,"109.489635,36.585424"
2511,马成龙,,,
2512,马良柱,甘肃省,张掖市,"100.478058,38.929763"
2513,佟养甲,,,
2514,顾大申,,,"116.407413,39.904214"
2515,龚鼎孳,安徽省,合肥市,"117.227271,31.821448"
2516,佟凤彩,辽宁省,辽阳市,"123.236944,41.267244"
2517,(爱新觉罗)麟趾,,,
2518,卢廷璋,广东省,广州市,"113.264435,23.129162"
2519,卢崇峻,,,
2520,卢兴祖,,,
2521,(克勒特)积福,,,
2522,(喜塔腊)来保,,,
2523,马虎,甘肃省,武威市,"102.642039,37.928322"
2524,罗森,北京市,,"116.407413,39.904214"
2525,马纪勋,,,
2526,魏元煜,河北省,卢龙县,"118.893115,39.891932"
2527,马负书,,,
2528,林维源,,,
2529,林天龄,福建省,福州市,"119.296494,26.074508"
2530,林开,福建省,福州市,"119.296494,26.074508"
2531,(爱新觉罗)来仪,,,
2532,林绍年,福建省,福州市,"119.296494,26.074508"
2533,林国柱,浙江省,绍兴市,"120.579757,30.030188"
2534,江毓昌,江苏省,南京市,"118.796877,32.060255"
2535,(纳喇)穆占,,,
2536,沈槠经,浙江省,杭州市,"120.15507,30.274085"
2537,(泰楚鲁)卓鼐,,,
2538,卓秉恬,四川省,成都市,"104.066586,30.572233"
2539,马国用,,,
2540,林国彩,福建省,,
2541,林景贤,福建省,福州市,"119.296494,26.074508"
2542,林扬祖,福建省,莆田市,"119.007777,25.454085"
2543,林寿图,福建省,福州市,"119.296494,26.074508"
2544,林炳章,福建省,福州市,"119.296494,26.074508"
2545,林鸿年,福建省,福州市,"119.296494,26.074508"
2546,林肇元,广西壮族自治区,桂林市,"110.290131,25.273444"
2547,易俊,湖北省,武汉市,"114.315897,30.553898"
2548,易棠,湖南省,长沙市,"112.938814,28.228209"
2549,易佩绅,湖南省,长沙市,"112.938814,28.228209"
2550,易顺鼎,湖南省,常德市,"111.698476,29.031679"
2551,易镜清,湖北省,武汉市,"114.315897,30.553898"
2552,邵曰濂,浙江省,杭州市,"120.15507,30.274085"
2553,邵甲名,北京市,,"116.407413,39.904214"
2554,邵积诚,福建省,福州市,"119.296494,26.074508"
2555,邵庾曾,北京市,,"116.407413,39.904214"
2556,(董鄂)穆克登阿,,,
2558,(喜塔腊)穆和伦,,,
2559,(富察)灵泰,,,
2560,(瓜尔佳)观明,,,
2561,邵永福,江苏省,南京市,"118.796877,32.060255"
2562,邵亨豫,江苏省,南京市,"118.796877,32.060255"
2563,邵鹤龄,山东省,济南市,"117.120496,36.650928"
2564,(佟佳)卓罗,,,
2565,罗凤山,浙江省,临海市,"121.144952,28.858511"
2566,穆腾额,,,
2567,穆维,河北省,保定市,"115.464809,38.873799"
2568,(什布忒)观祥,,,
2569,(爱新觉罗)兴肇,,,
2570,(赫舍里)岳玺,,,
2571,兴泰,,,
2572,(马佳)诺敏,,,
2573,观音保,,,
2574,观音保,,,
2575,房可壮,山东省,青州市,"118.479622,36.68444"
2576,(瓜尔佳)怡良,,,
2577,(苏完瓜尔佳)豫山,,,
2578,罗声胖,四川省,成都市,"104.066586,30.572233"
2579,马国柱,,,
2580,马国锐,山西省,太原市,"112.550617,37.870675"
2581,罗绘锦,,,
2582,罗绣锦,,,
2583,(舒穆禄)谭布,,,
2584,(乌苏)萨彬图,,,
2585,韩勋,陕西省,西安市,"108.940175,34.341568"
2586,(王)性桂,,,
2587,(图伯特)拉锡,,,
2588,马得功,,,
2589,(栋鄂)拉布敦,,,
2590,(博都理)和伦,,,
2591,(萨克达)明山,,,
2592,(伊尔根觉罗)明山,,,
2593,(他塔喇)谭拜,,,
2594,(呢玛奇)呢玛善,,,
2595,马彪,青海省,西宁市,"101.705234,36.545758"
2596,周卜世,,,
2597,马逢知,山西省,临汾市,"111.51888,36.088067"
2598,马进良,青海省,西宁市,"101.705234,36.545758"
2599,(舒穆禄)谭泰,,,
2600,马瑜,甘肃省,张掖市,"100.478058,38.929763"
2601,明安,,,
2602,明安,,,
2603,明安,,,
2604,(西噜特)明安达礼,,,
2605,(赫舍里)明志,,,
2606,(富察)明亮,,,
2607,马雄,甘肃省,平凉市,"106.665106,35.542686"
2608,严自明,陕西省,凤翔县,"107.400739,34.521355"
2609,马会伯,宁夏回族自治区,银川市,"106.230925,38.487319"
2610,(苏完尼瓜尔佳氏)马尔泰,,,
2611,(马佳)马尔赛,,,
2612,马鸣,,,
2613,周有德,,,
2614,(富察)马齐,,,
2615,继善,,,
2616,(托克托莫特)明训,,,
2617,马慧裕,,,
2618,周系英,湖南省,长沙市,"112.938814,28.228209"
2619,马镇国,宁夏回族自治区,,"106.287782,36.00374"
2620,(觉罗)明善,,,
2621,明善,,,
2622,(索)明善,,,
2623,(富察)明瑞,,,
2624,苏拜,,,
2625,(吴札库)明泰,,,
2626,明保,,,
2627,马骥,陕西省,西安市,"108.940175,34.341568"
2628,周煌,重庆市,,"106.551456,29.563124"
2629,马龙图,广东省,潮州市,"116.622597,23.656972"
2631,周兴岱,重庆市,,"106.551456,29.563124"
2632,(爱新觉罗)奇臣,,,
2633,(高佳)高杞,,,
2634,李潢,湖北省,锺祥市,"112.588035,31.167971"
2635,钱梦虎,浙江省,临海市,"121.144952,28.858511"
2636,(辉和)明德,,,
2637,明德,,,
2638,明德,,,
2639,高其位,,,
2640,(爱新觉罗)奇通阿,,,
2641,(黄)奇丰额,,,
2642,(喜塔腊)孟住,,,
2643,高其佩,,,
2644,孟邵,四川省,中江县,"104.678736,31.032963"
2645,孟乔芳,河北省,卢龙县,"118.893115,39.891932"
2646,季振宜,江苏省,扬州市,"119.412966,32.39421"
2647,季开生,江苏省,扬州市,"119.412966,32.39421"
2648,李宜青,江西省,赣州市,"114.935117,25.831925"
2649,高承爵,,,
2650,高其倬,,,
2651,(富察)明兴,,,
2652,(完颜)杭奕禄,,,
2653,(黄佳)杭爱,,,
2654,杭爱,,,
2655,(爱新觉罗)果勒丰阿,,,
2656,(马佳)升寅,,,
2657,霍达,陕西省,西安市,"108.940175,34.341568"
2658,(爱新觉罗)勒尔锦,,,
2659,定柱,,,
2660,(翁俄特)定住,,,
2661,(爱新觉罗)果齐斯欢,,,
2662,骆养性,湖北省,武汉市,"114.315897,30.553898"
2663,(高佳)高晋,,,
2664,高起,,,
2665,高第,陕西省,榆林市,"109.720309,38.277028"
2666,(乌雅)官保,,,
2667,骆朝贵,广西壮族自治区,桂林市,"110.290131,25.273444"
2668,(王佳)官文,,,
2669,(宜特墨)勒尔谨,,,
2670,鲍承先,山西省,大同市,"113.300126,40.076815"
2671,龙泽厚,四川省,成都市,"104.066586,30.572233"
2672,涂天相,湖北省,武汉市,"114.217779,30.554711"
2673,林起凤,广东省,惠州市,"114.416196,23.111847"
2674,林起龙,北京市,,"116.407413,39.904214"
2675,林国良,福建省,漳州市,"117.647454,24.51285"
2676,(玛拉特)松筠,,,
2677,(费莫)勒保,,,
2678,松龄,,,
2679,励廷仪,河北省,河间市,"116.099501,38.446553"
2680,官献瑶,福建省,泉州市,"118.675868,24.873888"
2681,励宗万,河北省,河间市,"116.099501,38.446553"
2682,宜永贵,,,
2683,宜兆熊,,,
2684,吴宗宁,,,
2685,吴尚默,,,
2686,吴良能,,,
2687,陈廷桂,河北省,保定市,"115.464809,38.873799"
2688,(伊拉哩)法敏,,,
2689,吴尚礼,,,
2690,尚安,,,
2691,(瓜尔佳)武隆阿,,,
2692,吴金,,,
2693,花尚阿,,,
2694,(爱新觉罗)花尚阿,,,
2695,花尚阿,,,
2696,吴俊,江苏省,苏州市,"120.585297,31.298974"
2697,谢F,江苏省,常州市,"119.974454,31.810076"
2698,(萨克达)萨敏,,,
2699,林则徐,福建省,福州市,"119.296494,26.074508"
2700,柯瑾,湖北省,武汉市,"114.315897,30.553898"
2701,查拉,,,
2702,(富察)扎郎阿,,,
2703,查哈太,,,
2704,查进泰,,,
2706,任长庆,,,
2707,查尔岱,,,
2708,查尔岱,,,
2709,查尔泰,,,
2710,任振麟,山东省,青州市,"118.479622,36.68444"
2711,任国荣,,,
2712,查莹,云南省,武定县,"102.404325,25.530298"
2713,查穆肃,,,
2714,柏之蕃,,,
2715,丁田树,安徽省,安庆市,"117.054734,30.52403"
2716,柏永馥,,,
2717,丁同备,,,
2718,七十五,,,
2719,七十四,,,
2720,(额尔德特)花连布,,,
2721,七克新,,,
2722,(觉罗)兴奎,,,
2723,七达色,,,
2724,(乌米)花沙纳,,,
2725,(觉罗)嘈蕃,,,biogref
2726,柏清额,,,
2727,柳时昌,陕西省,西安市,"108.940175,34.341568"
2728,(喜塔腊)迈柱,,,
2729,柳国梁,,,
2730,段大雄,湖北省,江陵县,"112.424664,30.041676"
2731,段起贤,四川省,成都市,"104.066586,30.572233"
2732,洋海,,,
2733,高景,河北省,保定市,"115.464809,38.873799"
2734,高进库,陕西省,延安市,"109.489635,36.585424"
2735,吴阿衡,河南省,南阳市,"112.528345,32.990614"
2736,吴家骐,浙江省,嘉兴市,"120.755487,30.746129"
2737,(博尔济吉特)国柱,,,
2738,吴库礼,,,
2739,洪之杰,湖北省,江陵县,"112.424664,30.041676"
2740,(瓜尔佳)巴海,,,
2741,(爱新觉罗)国瑞,,,
2742,九格,,,
2743,洪恩莠,汝南县,"114.362413,33.007068",biogref
2744,洪启遵,福建省,泉州市,"118.675868,24.873888"
2745,九格,,,
2746,洪龙,,,
2747,洪胤嵩,,,
2748,吴`,江苏省,扬州市,"119.412966,32.39421"
2749,(科奇哩)纪山,,,
2750,科尔可大,,,
2751,兴福,,,
2752,兴福,,,
2753,科尔坤,,,
2754,(富察)国泰,,,
2755,(觉罗)崇恩,,,
2756,(富察)丰伸济伦,,,
2757,(钮祜禄)丰升额,,,
2758,瑚图礼,,,
2759,锺保,,,
2760,(完颜)崇实,,,
2761,曹良辅,,,
2762,曹化淳,,,
2763,曹思诚,河北省,河间市,"116.099501,38.446553"
2764,(瓜尔佳)崇禄,,,
2765,曹代之,,,
2766,曹国柄,,,
2767,吴惟英,,,
2768,曹存性,,,
2769,曹贵,安徽省,池州市,"117.491568,30.6648"
2770,曹进林,,,
2771,曹毓芬,甘肃省,武威市,"102.642039,37.928322"
2772,曹瑞,,,
2773,曹瑛,,,
2774,曹梦吉,,,
2775,曹鸣鹤,,,
2776,八十二,,,
2777,索琳,,,
2778,八泰,,,
2779,卜彦达赖,,,
2780,崇福,,,
2781,(许)崇纶,,,
2782,曹玑,江苏省,常州市,"119.974454,31.810076"
2783,崔纪,山西省,永济市,"110.329224,34.834254"
2784,曹元仁,江西省,赣州市,"114.935117,25.831925"
2785,曹瓞,保定市,"115.464809,38.873799",biogref
2786,曹子元,,,
2787,曹叶卜,河南省,开封市,"114.307582,34.797149"
2788,梁文山,山西省,汾阳市,"111.769894,37.261564"
2789,梁廷栋,河南省,开封市,"114.307582,34.797149"
2790,韩世琦,,,
2791,梁武,,,
2792,梁峙楹,陕西省,西安市,"108.940175,34.341568"
2793,张一震,陕西省,西安市,"108.940175,34.341568"
2794,张乃义,,,
2795,张士彪,,,
2796,张士儒,甘肃省,武威市,"102.642039,37.928322"
2797,科灵阿,,,
2798,卜从善,,,
2799,卜万年,贵州省,,
2800,胡明垣,湖北省,黄冈市,"114.872316,30.453906"
2801,(金)三保,,,
2802,纪弘谟,,,
2803,卜部,,,
2804,武隆额,,,
2805,三义助,,,
2806,纪理安,,,
2807,(爱新觉罗)纪尔哈朗,,,
2808,张大治,,,
2809,张中元,,,
2810,张中第,,,
2811,张元品,,,
2812,崔应阶,湖北省,武汉市,"114.315897,30.553898"
2813,(礼佳)纪尔塔布,,,
2814,三达色,,,
2815,三图,,,
2816,于大海,河南省,开封市,"114.307582,34.797149"
2817,(西林觉罗)常文,,,
2819,张元U,,,
2820,韩光基,,,
2821,张元怀,河北省,张家口市,"115.099231,40.608454"
2822,张允炫,,,
2823,于天禄,,,
2824,于文焕,,,
2825,于文,,,
2826,于辰,江苏省,镇江市,"119.425836,32.187849"
2827,韩良卿,,,
2828,党崇雅,陕西省,凤翔县,"107.400739,34.521355"
2829,于国泰,,,
2830,于清廉,,,
2831,(佟佳)常明,,,
2832,于连跃,河北省,正定县,"114.570903,38.146434"
2833,于嗣登,河北省,保定市,"115.464809,38.873799"
2834,张文光,河南省,开封市,"114.307582,34.797149"
2835,胡世荣,贵州省,,
2836,张文明,,,
2837,福十宝,,,
2838,福永,,,
2840,福定,,,
2841,胡志藩,安徽省,合肥市,"117.227271,31.821448"
2842,胡绍南,河南省,汝南县,"114.362413,33.007068"
2843,胡三顺,湖北省,黄冈市,"114.872316,30.453906"
2844,胡中藻,江西省,南城县,"116.63704,27.569678"
2845,张文炳,河北省,河间市,"116.099501,38.446553"
2846,胡来相,,,
2847,张文彬,,,
2848,张文辉,,,
2849,张文灿,,,
2850,(佟佳)蓝拜,,,
2851,张王治,江苏省,苏州市,"120.585297,31.298974"
2852,常安,,,
2853,于鼎,江苏省,镇江市,"119.425836,32.187849"
2854,土赖,,,
2855,五十一,,,
2856,胡秉忠,,,
2857,五十泰,,,
2858,五正额,,,
2859,五章阿,,,
2860,张世伟,陕西省,西安市,"108.940175,34.341568"
2861,张可大,江苏省,南京市,"118.796877,32.060255"
2862,张世捷,,,
2863,张仕遇,上海市,松江区,"121.227747,31.032243"
2864,福伸,,,
2865,张四聪,,,
2867,胡班,,,
2868,胡秘达,,,
2869,五诺锡,,,
2870,五霖布,,,
2871,伍龄安,,,
2872,武进,江苏省,南京市,"118.796877,32.060255"
2873,亢得时,山西省,太原市,"112.550617,37.870675"
2874,(爱新觉罗)仁寿,,,
2875,丁嘉葆,江苏省,常州市,"119.974454,31.810076"
2876,丁培镒,山东省,蓬莱市,"120.758816,37.810573"
2877,福克进,,,
2878,沈寿崇,安徽省,宣城市,"118.758808,30.940813"
2879,福保,,,
2881,胡章,河南省,汝南县,"114.362413,33.007068"
2882,张正文,,,
2883,张正兴,,,
2884,胡翘元,江西省,鄱阳县,"116.699676,29.011664"
2885,胡瀛,四川省,宜宾市,"104.643368,28.751852"
2886,张永旗,,,
2887,于建章,广西壮族自治区,桂林市,"110.290131,25.273444"
2888,张玄锡,河北省,保定市,"115.464809,38.873799"
2889,于凌辰,,,
2890,什格,,,
2891,张兆[,江苏省,扬州市,"119.412966,32.39421"
2892,于德,贵州省,贵阳市,"106.630143,26.647448"
2893,张吉午,,,
2894,张存孝,北京市,,"116.407413,39.904214"
2895,于德F,山东省,蓬莱市,"120.758816,37.810573"
2896,张纯熙,河北省,正定县,"114.570903,38.146434"
2897,仇元正,安徽省,歙县,"118.414501,29.86168"
2898,张考,山西省,临汾市,"111.51888,36.088067"
2899,张至发,山东省,济南市,"117.120496,36.650928"
2900,王丙,浙江省,湖州市,"120.086876,30.894285"
2901,仇承胤,,,
2902,胡献征,湖南省,常德市,"111.698476,29.031679"
2904,仇震,,,
2905,介孝q,山西省,临汾市,"111.51888,36.088067"
2906,六十五,,,
2907,六智,,,
2908,公元,,,
2909,张吕韬,,,
2910,(爱新觉罗)公阿代,,,
2911,公泰,,,
2912,张廷柱,,,
2913,张志,贵州省,铜仁市,"109.189598,27.731515"
2914,范平,山西省,太原市,"112.550617,37.870675"
2915,福哈,,,
2916,福海,,,
2917,范守仁,,,
2918,福海,,,
2919,福k,,,
2920,卞三献,,,
2921,(萨克达)卞塔海,,,
2922,天保,,,
2923,吴抡元,浙江省,湖州市,"120.086876,30.894285"
2924,胡r,山东省,济南市,"117.120496,36.650928"
2925,吴添寿,,,
2926,吴凯,浙江省,绍兴市,"120.579757,30.030188"
2927,胡图礼,,,
2928,(吴扎库)吴喇插,,,
2929,孔四贞,,,
2930,张良弼,陕西省,西安市,"108.940175,34.341568"
2931,张邦宁,,,
2932,张坦熊,湖北省,武汉市,"114.217779,30.554711"
2933,孔我乐,,,
2934,孔昭焕,山东省,济宁市,"116.783834,35.553144"
2935,张孟仪,河南省,开封市,"114.307582,34.797149"
2936,福勒贺,,,
2937,福章阿,,,
2938,福森布,,,
2939,福森布,,,
2940,张定远,,,
2941,孔胤植,山东省,济宁市,"116.783834,35.553144"
2942,叶仪,浙江省,金华市,"119.647445,29.079059"
2943,吴孳昌,河南省,汝南县,"114.362413,33.007068"
2944,孔胤樾,山东省,济宁市,"116.783834,35.553144"
2945,张尚,,,
2946,张尚贤,,,
2947,范建志,,,
2948,吴华孙,安徽省,歙县,"118.414501,29.86168"
2949,吴道昌,,,"116.407413,39.904214"
2950,吴道观,安徽省,安庆市,"117.054734,30.52403"
2951,范志完,河南省,商丘市,"115.65637,34.414172"
2952,范宜清,,,
2953,范宜谦,,,
2954,范咸,浙江省,杭州市,"120.15507,30.274085"
2955,梁景阳,湖北省,黄冈市,"114.872316,30.453906"
2956,(舒穆噜)富善,,,
2957,范复粹,山东省,蓬莱市,"120.758816,37.810573"
2958,范景文,河北省,河间市,"116.099501,38.446553"
2959,范登仕,,,
2960,福善,,,
2961,张延登,山东省,济南市,"117.120496,36.650928"
2962,福顺,,,
2963,福新,,,
2964,吴达,江苏省,常州市,"119.974454,31.810076"
2965,福纶,,,
2966,(伊尔根觉罗)福增额,,,
2967,福宽,,,
2968,张忠,,,
2969,张所志,,,
2970,张所养,,,
2971,张杰,,,
2972,张松龄,福建省,莆田市,"119.007777,25.454085"
2973,张武烈,山东省,莱州市,"119.942327,37.176955"
2974,张秉贞,安徽省,安庆市,"117.054734,30.52403"
2975,(爱新觉罗)吴达海,,,
2976,吴寿昌,浙江省,绍兴市,"120.579757,30.030188"
2977,吴绶诏,安徽省,歙县,"118.414501,29.86168"
2978,张姚成,浙江省,杭州市,"120.15507,30.274085"
2979,福年,,,
2980,张宣,,,
2981,张思恭,,,
2982,张拜赓,浙江省,湖州市,"120.086876,30.894285"
2983,张洪任,江西省,玉山县,"118.245164,28.681966"
2984,范发愚,河南省,沁阳市,"112.950514,35.087546"
2985,孔广が,济宁市,"116.783834,35.553144",biogref
2986,范毓?,山西省,汾阳市,"111.769894,37.261564"
2987,孔庆槠,山东省,济宁市,"116.783834,35.553144"
2988,孔宪培,山东省,济宁市,"116.783834,35.553144"
2989,范达礼,,,
2990,吴龙见,江苏省,常州市,"119.974454,31.810076"
2991,吴应枚,浙江省,湖州市,"120.086876,30.894285"
2992,吴应铨,,,
2993,吴鸿,浙江省,杭州市,"120.15507,30.274085"
2994,范树歙,,,
2995,范鏊,北京市,,"116.407413,39.904214"
2996,范苏,,,
2997,茅元铭,江苏省,镇江市,"119.425836,32.187849"
2998,孔兴 y,山东省,济宁市,"116.783834,35.553144"
2999,苗寿,,,
3000,尤可望,,,
3001,孙承恩,辽宁省,沈阳市,"123.431472,41.805699"
3002,孙昌龄,河北省,正定县,"114.570903,38.146434"
3003,朱燮元,浙江省,绍兴市,"120.579757,30.030188"
3004,张宸,上海市,松江区,"121.227747,31.032243"
3005,张时成,,,
3006,张时杰,,,
3007,尤拔世,,,
3008,张时泰,,,
3009,张配干,河北省,邯郸市,"114.736153,36.701215"
3010,尤显明,,,
3011,福兴额,,,
3012,屯代,,,
3013,(爱新觉罗)福疆阿,,,
3014,孙奎,,,
3015,(觉罗)巴彦弼,,,
3016,福兰泰,,,
3017,端昌,,,
3018,管之经,河北省,河间市,"116.099501,38.446553"
3019,巴彦宝,,,
3020,管承泽,辽宁省,沈阳市,"123.431472,41.805699"
3022,巴格,,,
3023,巴海,,,
3024,吕九如,山东省,济宁市,"116.783834,35.553144"
3025,巴海,,,
3026,吴赞元,江苏省,镇江市,"119.425836,32.187849"
3027,吕光亨,安徽省,宣城市,"118.758808,30.940813"
3028,张国元,,,
3029,张国忠,,,
3030,巴都善,,,
3031,张国赚,张家口市,"115.099231,40.608454",biogref
3032,张国楹,山东省,济南市,"117.120496,36.650928"
3033,巴扬阿,,,
3034,绰奇,,,
3035,张国维,浙江省,金华市,"119.647445,29.079059"
3036,(觉罗)巴尔布,,,
3037,张国标,福建省,长汀县,"116.357581,25.833531"
3038,巴尔聘,,,
3039,(爱新觉罗)巴尔图,,,
3040,吕直,,,
3041,巴锡,,,
3042,戈允礼,云南省,保山市,"99.161471,25.112065"
3043,戈承科,,,
3044,绰尔多,,,
3045,吕恒安,,,
3046,吕祖望,河北省,河间市,"116.099501,38.446553"
3047,(爱新觉罗)绵恩,,,
3048,张得,,,
3049,戈枚,,,
3050,扎拉芬,,,
3051,(爱新觉罗)绵片1776,,,biogref
3052,孝顺阿,,,
3053,孝顺阿,,,
3054,(爱新觉罗)绵亿,,,
3055,程嘉燧,安徽省,歙县,"118.414501,29.86168"
3056,文士昂,湖南省,长沙市,"112.938814,28.228209"
3057,文志,,,
3058,吕逢春,,,
3059,张接天,云南省,昆明市,"102.83286,24.880182"
3060,(他塔喇)英俄尔岱,,,
3061,梁天奇,河北省,大名县,"115.147799,36.285504"
3062,张第元,,,
3063,张杰,陕西省,西安市,"108.940175,34.341568"
3064,吕犹龙,,,
3065,吕维,山东省,青州市,"118.479622,36.68444"
3066,吕瀚,山东省,莱州市,"119.942327,37.176955"
3067,文冲,,,
3068,文英,,,
3069,(爱新觉罗)绵勋,,,
3070,文修,,,
3071,(爱新觉罗)绪庄,,,
3072,闻嘉言,河南省,开封市,"114.307582,34.797149"
3073,肇麟,,,
3074,郎绍桢,,,
3075,臧延龄,,,
3076,张朝良,四川省,阆中市,"106.005171,31.558262"
3077,臧国祚,,,
3078,(鄂谟托)文通,,,
3079,郎图,,,
3080,(他塔喇)文干,,,
3081,郎应星,,,
3082,蒙应瑞,四川省,阆中市,"106.005171,31.558262"
3083,韦成贤,湖北省,黄冈市,"114.872316,30.453906"
3084,音得和,,,
3085,|禄,,,
3086,孙建宗,山东省,济南市,"117.120496,36.650928"
3087,王吉,湖南省,衡阳市,"112.5719,26.89384"
3088,文勋,,,
3089,方一藻,安徽省,歙县,"118.414501,29.86168"
3090,方士亮,安徽省,歙县,"118.414501,29.86168"
3091,方文登,江苏省,扬州市,"119.412966,32.39421"
